tracking_event_id,tracking_number,batch_id,raw_payload,created_at,has_ascan,has_dscan,time_since_last_scan_days,carrier_accepted_date,carrier_delivery_date,label_print_date,last_tracking_event,last_tracking_event_date,MaerskTrackingNumber,TrackingNumber
,9200190371472212517296,,,,TRUE,TRUE,301,7/10/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A20029818592,
,9200190371472212518613,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029819379,
,9200190372425000124137,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,"Delivered, Parcel Locker",7/5/2025,1MTEM01A20029819841,
,9200190371472212526953,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029823587,
,9200190371472212530288,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029825073,
,9200190371472212531094,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029825400,
,9200190371472212531124,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029825411,
,9200190371472212533241,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029826524,
,9234690371472201361499,,,,TRUE,TRUE,313,7/2/2025,7/2/2025,7/1/2025,Delivered in/at mailbox,7/2/2025,1MTEM01A20029828379,
,9200190371472212537676,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029829178,
,9200190371472212545619,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029833689,
,9200190371472212546630,,,,TRUE,TRUE,307,7/5/2025,7/8/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/8/2025,1MTEM01A20029834141,
,9200190372425600111995,,,,TRUE,TRUE,301,7/11/2025,7/14/2025,7/1/2025,Parcel Successfully Delivered,7/14/2025,1MTEM01A20029836299,
,9200190372425600112008,,,,TRUE,TRUE,301,7/11/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A20029836301,
,9200190371472212552990,,,,TRUE,TRUE,308,7/1/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/7/2025,1MTEM01A20029837986,
,9200190371472212559357,,,,TRUE,TRUE,303,7/9/2025,7/12/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/12/2025,1MTEM01A20029841059,
,9200190371472212561350,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029842409,
,9200190371472212565327,,,,TRUE,TRUE,300,7/12/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A20029845086,
,9200190371472212565723,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029845288,
,9200190371472212567406,,,,TRUE,TRUE,306,7/2/2025,7/9/2025,7/1/2025,Delivered in/at mailbox,7/9/2025,1MTEM01A20029846234,
,9234690371472201366630,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029848438,
,9200190370043000121868,,,,TRUE,TRUE,313,7/2/2025,7/2/2025,7/1/2025,Delivered in/at mailbox,7/2/2025,1MTEM01A20029850655,
,9234690371455700029190,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029856910,
,9200190371472212589545,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029858350,
,9200190372425000125516,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029859261,
,9200190371472212591524,,,,TRUE,TRUE,301,7/11/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A20029859474,
,9200190372423200041650,,,,TRUE,TRUE,300,7/11/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A20029867990,
,9234690371472201370804,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A20029871243,
,9200190371472212614582,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029877137,
,9234690371472201372907,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,"Delivered, Parcel Locker",7/5/2025,1MTEM01A20029881390,
,9200190371472212619907,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029883730,
,9200190371263900969172,,,,TRUE,TRUE,300,7/10/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A20029884483,
,9200190371263900969301,,,,TRUE,TRUE,305,7/7/2025,7/10/2025,7/1/2025,Delivered in/at mailbox,7/10/2025,1MTEM01A20029884562,
,9200190371263900970383,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029898376,
,9200190371263900972967,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029900088,
,9200190371263900974091,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/5/2025,1MTEM01A20029900741,
,9200190371472212644947,,,,TRUE,TRUE,306,7/1/2025,7/9/2025,7/1/2025,Delivered in/at mailbox,7/9/2025,1MTEM01A20029954212,
,9200190371472212647177,,,,TRUE,TRUE,308,7/4/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029957507,
,9200190371455700604944,,,,TRUE,TRUE,308,7/4/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029981470,
,9200190371333600057957,,,,TRUE,TRUE,291,7/3/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/24/2025,1MTEM01A20029985474,
,9234690371264200051019,,,,TRUE,TRUE,303,7/11/2025,7/12/2025,7/1/2025,Delivered in/at mailbox,7/12/2025,1MTEM01A20029985834,
,9200190371455700605637,,,,TRUE,TRUE,308,7/4/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A20029997174,
,9200190371472212656834,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20030000902,
,9200190371472212658579,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20030005941,
,9200190371455700607761,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20030025213,
,9200190371472212371652,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A30038227136,
,9200190371472212379153,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038229565,
,9200190372425600110868,,,,TRUE,TRUE,308,7/1/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A30038230231,
,9200190371472212384591,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A30038231265,
,9200190371472212392718,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A30038233885,
,9200190371472212393111,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038233964,
,9200190371263800013630,,,,TRUE,TRUE,311,7/2/2025,7/4/2025,7/1/2025,Delivered in/at mailbox,7/4/2025,1MTEM01A30038238756,
,9200190371472212418036,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038242661,
,9200190372423200039879,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038249129,
,9200190371472212440853,,,,TRUE,TRUE,300,7/11/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A30038250389,
,9234690371472201351483,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Parcel Successfully Delivered,7/5/2025,1MTEM01A30038256442,
,9200190371472212459633,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038257016,
,9200190371263400319071,,,,TRUE,TRUE,303,7/9/2025,7/12/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/12/2025,1MTEM01A30038258882,
,9200190371472212474438,,,,TRUE,TRUE,306,7/3/2025,7/9/2025,7/1/2025,Delivered in/at mailbox,7/9/2025,1MTEM01A30038261561,
,9200190371472212478177,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038262630,
,9200190371472212494467,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038266735,
,9200190371455700601295,,,,TRUE,TRUE,309,7/3/2025,7/6/2025,7/1/2025,Delivered in/at mailbox,7/6/2025,1MTEM01A30038268221,
,9200190371472212500960,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A30038268490,
,9200190371472212505767,,,,TRUE,TRUE,301,7/10/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A30038270033,
,9200190371472212507792,,,,TRUE,TRUE,298,7/9/2025,7/17/2025,7/1/2025,Delivered in/at mailbox,7/17/2025,1MTEM01A30038270538,
,9200190371472212509758,,,,TRUE,TRUE,300,7/8/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A30038271113,
,9200190371472212521026,,,,TRUE,TRUE,301,7/11/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A30038274149,
,9200190371472212533210,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038276938,
,9200190371472212538345,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A30038278424,
,9200190371472212543417,,,,TRUE,TRUE,305,7/3/2025,7/10/2025,7/1/2025,Delivered in/at mailbox,7/10/2025,1MTEM01A30038279874,
,9200190371472212548887,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A30038281327,
,9234690371472201363035,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038281439,
,9200190371472212553263,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MTEM01A30038282722,
,9200190371472212575319,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038289000,
,9200190370043000122018,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A30038290417,
,9200190371472212582423,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038290855,
,9234690371472201368320,,,,TRUE,TRUE,294,7/8/2025,7/21/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/21/2025,1MTEM01A30038291733,
,9200190371472212586209,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038291867,
,9200190371472212598868,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038295636,
,9200190371472212602572,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A30038296963,
,9200190371472212617989,,,,TRUE,TRUE,308,7/1/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038304424,
,9200190371472212618528,,,,TRUE,TRUE,294,7/16/2025,7/21/2025,7/1/2025,Delivered in/at mailbox,7/21/2025,1MTEM01A30038304996,
,9200190371263900969523,,,,TRUE,TRUE,307,7/3/2025,7/8/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/8/2025,1MTEM01A30038307315,
,9200190371263900973421,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038313851,
,9200190371472212627513,,,,TRUE,TRUE,301,7/10/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A30038315077,
,9200190371472212647153,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038342415,
,9200190371263400327922,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A30038358984,
,9200190371472212655967,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038360594,
,9200190371455700605521,,,,TRUE,TRUE,308,7/4/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A30038361180,
,9200190371472212656926,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/5/2025,1MTEM01A30038364655,
,9200190371472212658555,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A30038366646,
,9200190371472212661999,,,,TRUE,TRUE,297,7/15/2025,7/18/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/18/2025,1MTEM01A30038372610,
,9200190371472212361134,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A60011209014,
,9200190371472212366511,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011210803,
,9200190369408300110884,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A60011211455,
,9200190371472212368492,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A60011211466,
,9200190371472212370310,,,,FALSE,FALSE,314,,,7/1/2025,Carrier Shipping Label Created,7/1/2025,1MTEM01A60011212243,
,9200190371472212372765,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A60011212872,
,9200190371472212380012,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered at Back door/Safe place,7/7/2025,1MTEM01A60011215178,
,9200190371472212380104,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011215268,
,9200190372425000122850,,,,TRUE,TRUE,304,7/8/2025,7/11/2025,7/1/2025,Delivered in/at mailbox,7/11/2025,1MTEM01A60011216731,
,9200190371472212406095,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A60011223830,
,9200190371472212411082,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A60011225641,
,9200190371472212418524,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A60011228228,
,9234690371472201346915,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Parcel Successfully Delivered,7/5/2025,1MTEM01A60011230771,
,9200190371472212427465,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011231299,
,9200190371472212441546,,,,TRUE,TRUE,272,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,8/12/2025,1MTEM01A60011236025,
,9200190371472212442291,,,,TRUE,TRUE,307,7/4/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A60011236283,
,9200190371472212445445,,,,TRUE,TRUE,223,9/27/2025,9/30/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",9/30/2025,1MTEM01A60011237341,
,9200190371472212455376,,,,TRUE,TRUE,307,7/3/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A60011240817,
,9200190371472212473196,,,,TRUE,TRUE,294,7/16/2025,7/21/2025,7/1/2025,Delivered in/at mailbox,7/21/2025,1MTEM01A60011246699,
,9234690371472201356662,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A60011252731,
,9200190371472212512628,,,,TRUE,TRUE,306,7/4/2025,7/9/2025,7/1/2025,Delivered in/at mailbox,7/9/2025,1MTEM01A60011257185,
,9200190371472212513175,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A60011257309,
,9200190371472212516930,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011258276,
,9200190371472212524539,,,,TRUE,TRUE,307,7/2/2025,7/8/2025,7/1/2025,Parcel Successfully Delivered,7/8/2025,1MTEM01A60011260336,
,9200190371472212527929,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A60011261090,
,9234690364794300060418,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A60011263373,
,9200190371455700601912,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A60011264341,
,9200190371472212549150,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011266815,
,9200190371472212556837,,,,TRUE,TRUE,303,7/9/2025,7/12/2025,7/1/2025,Delivered in/at mailbox,7/12/2025,1MTEM01A60011269065,
,9200190371472212560131,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011269829,
,9200190371263400323757,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011271192,
,9200190371472212577917,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011275051,
,9200190371472212581273,,,,TRUE,TRUE,307,7/3/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A60011276018,
,9200190371472212595645,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011280125,
,9200190371472212607430,,,,TRUE,TRUE,301,7/11/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A60011284400,
,9200190371472212617781,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A60011289753,
,9200190371472212617828,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011289775,
,9200190371263400326963,,,,TRUE,FALSE,312,7/3/2025,,7/1/2025,Parcel Returned to Maersk,7/3/2025,1MTEM01A60011297123,
,9200190371263900971137,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A60011298472,
,9200190371263900972264,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A60011298933,
,9200190371472212632968,,,,TRUE,TRUE,301,7/12/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A60011306607,
,9200190371472212636331,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A60011311625,
,9234690371472201376950,,,,TRUE,TRUE,289,7/25/2025,7/26/2025,7/1/2025,"Delivered, Parcel Locker",7/26/2025,1MTEM01A60011328847,
,9200190371472212648914,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A60011329848,
,9200190371472212665072,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A60011361462,
,9200190371472212665379,,,,TRUE,TRUE,305,7/4/2025,7/10/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/10/2025,1MTEM01A60011361653,
,9200190371472212375476,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A80016948772,
,9200190371472212382306,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MTEM01A80016951057,
,9200190371472212384980,,,,TRUE,TRUE,310,7/4/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80016951923,
,9200190371472212390004,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80016953464,
,9200190371472212394958,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/5/2025,1MTEM01A80016955163,
,9200190371748800262139,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A80016957749,
,9200190371472212411549,,,,TRUE,TRUE,300,7/10/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A80016961250,
,9200190371472212414274,,,,TRUE,TRUE,299,7/13/2025,7/16/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/16/2025,1MTEM01A80016962082,
,9200190371472212414335,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A80016962116,
,9200190371472212416537,,,,TRUE,TRUE,307,7/5/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A80016962677,
,9200190371472212422583,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MTEM01A80016964545,
,9200190371472212442550,,,,TRUE,TRUE,308,7/4/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A80016971396,
,9200190371472212450098,,,,TRUE,TRUE,301,7/9/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A80016974131,
,9234690371472201352305,,,,TRUE,TRUE,298,7/14/2025,7/17/2025,7/1/2025,Delivered at Back door/Safe place,7/17/2025,1MTEM01A80016978146,
,9200190371472212465726,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80016979338,
,9200190371263400321067,,,,TRUE,TRUE,303,7/9/2025,7/12/2025,7/1/2025,Delivered at Back door/Safe place,7/12/2025,1MTEM01A80016980802,
,9200190371472212474933,,,,TRUE,TRUE,301,7/8/2025,7/14/2025,7/1/2025,Parcel Returned to Maersk,7/14/2025,1MTEM01A80016982185,
,9200190371472212517036,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80016993389,
,9200190371472212522122,,,,TRUE,TRUE,300,7/11/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A80016994908,
,9200190371472212526687,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/5/2025,1MTEM01A80016995897,
,9200190371455700601981,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A80017000727,
,9200190371472212548580,,,,TRUE,TRUE,307,7/3/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A80017001739,
,9200190371472212557810,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80017004316,
,9200190371472212569776,,,,TRUE,TRUE,309,7/1/2025,7/6/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/6/2025,1MTEM01A80017007959,
,9200190371472212589644,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80017013350,
,9200190371472212596871,,,,TRUE,TRUE,300,7/12/2025,7/15/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/15/2025,1MTEM01A80017015543,
,9200190371472212604743,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A80017018568,
,9200190371472212623119,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80017030045,
,9200190371263400326987,,,,TRUE,TRUE,307,7/4/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A80017032249,
,9200190371472212630704,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80017039190,
,9200190371472212635938,,,,TRUE,TRUE,307,7/2/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A80017046424,
,9200190371472212642677,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A80017057842,
,9234690371472201377315,,,,TRUE,TRUE,300,7/11/2025,7/15/2025,7/1/2025,Delivered in/at mailbox,7/15/2025,1MTEM01A80017065177,
,9200190371263900976392,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A80017067977,
,9200190371472212661876,,,,FALSE,FALSE,314,,,7/1/2025,Carrier Shipping Label Created,7/1/2025,1MTEM01A80017093066,
,9261290316867221733170,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/7/2025,1MTRVB1A20029862793,
,9261290316867221738694,,,,TRUE,TRUE,307,7/2/2025,7/8/2025,7/1/2025,Parcel Successfully Delivered,7/8/2025,1MTRVB1A20029885136,
